"Ngày","Lần cuối","Mở","Cao","Thấp","KL","% Thay đổi"
"01/08/2018","27,299","28,236","28,260","27,275","2.51M","-2.74%"
"31/07/2018","28,068","27,996","28,236","27,756","2.27M","0.69%"
"30/07/2018","27,876","27,371","27,876","27,371","2.38M","1.93%"
"27/07/2018","27,347","26,434","27,395","26,434","2.81M","3.45%"
"26/07/2018","26,434","26,554","26,890","25,953","1.74M","-0.45%"
"25/07/2018","26,554","27,011","27,299","26,554","2.00M","-1.69%"
"24/07/2018","27,011","27,227","27,563","26,698","2.05M","-1.32%"
"23/07/2018","27,371","27,155","27,996","27,131","3.05M","0.35%"
"20/07/2018","27,275","27,395","27,395","26,698","3.71M","-1.56%"
"19/07/2018","27,707","27,347","27,876","26,914","3.45M","2.03%"
"18/07/2018","27,155","26,914","27,347","26,770","1.84M","0.90%"
"17/07/2018","26,914","25,713","26,914","25,401","3.30M","4.48%"
"16/07/2018","25,761","25,569","26,145","25,473","1.61M","2.10%"
"13/07/2018","25,232","25,088","25,449","24,776","1.30M","2.94%"
"12/07/2018","24,511","24,079","25,232","24,079","1.15M","0.99%"
"11/07/2018","24,271","24,511","24,992","24,031","1.95M","-3.72%"
"10/07/2018","25,208","25,136","25,593","24,992","1.21M","-0.10%"
"09/07/2018","25,232","25,713","26,073","24,992","1.31M","-1.41%"
"06/07/2018","25,593","24,511","25,953","24,103","2.27M","4.72%"
"05/07/2018","24,439","25,112","25,232","24,031","2.23M","-2.68%"
"04/07/2018","25,112","24,463","25,112","23,935","3.12M","4.39%"
"03/07/2018","24,055","25,737","26,073","24,055","4.30M","-6.45%"
"02/07/2018","25,713","27,155","27,155","25,713","4.11M","-6.14%"
"29/06/2018","27,395","27,635","27,996","27,395","1.96M","-0.61%"
"28/06/2018","27,563","28,020","28,332","27,419","2.55M","-2.80%"
"27/06/2018","28,356","28,837","29,366","28,356","3.27M","-1.67%"
"26/06/2018","28,837","28,669","29,029","28,308","1.76M","-0.74%"
"25/06/2018","29,053","28,837","29,534","28,837","2.82M","3.42%"
"22/06/2018","28,092","27,395","28,092","26,987","1.91M","2.54%"
"21/06/2018","27,395","28,044","28,236","27,395","2.06M","-1.56%"
"20/06/2018","27,828","27,659","28,092","27,395","1.64M","0.70%"
"19/06/2018","27,635","27,756","28,212","26,386","7.64M","-2.54%"
"18/06/2018","28,356","29,774","30,159","28,356","4.28M","-4.69%"
"15/06/2018","29,750","29,558","29,966","29,125","1.93M","0.65%"
"14/06/2018","29,558","29,318","30,279","29,318","3.16M","0.33%"
"13/06/2018","29,462","29,077","29,510","28,861","2.79M","2.08%"
"12/06/2018","28,861","28,909","29,197","28,020","4.03M","-2.12%"
"11/06/2018","29,486","28,717","29,798","28,549","3.45M","1.41%"
"08/06/2018","29,077","27,876","29,293","27,756","4.20M","3.95%"
"07/06/2018","27,972","28,452","28,549","27,900","2.34M","-1.77%"
"06/06/2018","28,476","26,674","28,476","26,650","6.49M","6.85%"
"05/06/2018","26,650","26,194","26,722","26,073","2.20M","1.74%"
"04/06/2018","26,194","26,194","26,794","25,953","2.11M","0.00%"
"01/06/2018","26,194","25,473","26,194","25,136","2.43M","2.64%"
"31/05/2018","25,521","24,752","25,521","24,583","1.36M","3.11%"
"30/05/2018","24,752","25,232","25,473","24,583","1.76M","-1.90%"
"29/05/2018","25,232","24,583","25,713","24,271","2.21M","2.64%"
"28/05/2018","24,583","25,953","26,194","24,583","4.62M","-7.00%"
"25/05/2018","26,434","27,299","27,395","26,434","2.45M","-3.25%"
"24/05/2018","27,323","27,371","27,587","26,963","2.72M","0.62%"
"23/05/2018","27,155","26,194","27,155","25,881","3.49M","3.67%"
"22/05/2018","26,194","26,458","26,530","25,641","1.70M","-1.18%"
"21/05/2018","26,506","26,194","26,914","25,953","4.75M","4.06%"
"18/05/2018","25,473","24,752","25,473","24,535","1.20M","2.71%"
"17/05/2018","24,800","25,112","25,328","24,800","1.24M","-1.71%"
"16/05/2018","25,232","25,473","25,665","25,136","807.96K","-1.69%"
"15/05/2018","25,665","25,232","25,833","25,112","1.90M","1.72%"
"14/05/2018","25,232","24,992","25,352","24,656","1.10M","1.94%"
"11/05/2018","24,752","24,007","24,752","24,007","1.24M","3.00%"
"10/05/2018","24,031","25,352","25,449","24,031","2.12M","-5.57%"
"09/05/2018","25,449","25,232","25,713","25,184","1.05M","0.29%"
"08/05/2018","25,376","26,145","26,145","25,280","1.19M","-2.22%"
"07/05/2018","25,953","24,391","25,977","24,391","2.39M","6.40%"
"04/05/2018","24,391","24,511","24,752","24,343","737.80K","-0.10%"
"03/05/2018","24,415","24,511","24,511","24,079","1.04M","0.10%"
"02/05/2018","24,391","24,511","25,473","24,391","1.02M","-0.49%"
"27/04/2018","24,511","24,271","24,752","23,790","1.32M","1.19%"
"26/04/2018","24,223","25,352","25,473","24,175","1.35M","-4.64%"
"24/04/2018","25,401","25,352","25,689","25,232","883.92K","0.19%"
"23/04/2018","25,352","24,879","25,779","24,855","2.74M","4.80%"
"20/04/2018","24,191","23,694","24,191","23,457","1.35M","4.18%"
"19/04/2018","23,220","24,499","24,499","23,220","1.26M","-4.86%"
"18/04/2018","24,405","24,879","24,926","24,405","824.40K","-2.09%"
"17/04/2018","24,926","25,163","25,234","24,879","977.28K","-0.75%"
"16/04/2018","25,115","25,115","25,234","24,879","1.37M","0.57%"
"13/04/2018","24,973","24,879","24,973","24,642","2.17M","1.84%"
"12/04/2018","24,523","23,694","24,523","23,646","1.98M","3.71%"
"11/04/2018","23,646","23,931","24,286","23,646","2.10M","-1.19%"
"10/04/2018","23,931","24,499","24,523","23,931","2.03M","-2.32%"
"09/04/2018","24,499","25,068","25,115","24,476","1.23M","-1.81%"
"06/04/2018","24,950","24,973","25,471","24,831","1.06M","-0.09%"
"05/04/2018","24,973","24,997","25,542","24,973","861.84K","0.47%"
"04/04/2018","24,855","24,405","25,281","24,405","2.05M","1.84%"
"03/04/2018","24,405","26,087","26,087","24,405","4.30M","-6.45%"
"02/04/2018","26,087","26,727","26,798","26,063","3.07M","-2.39%"
"30/03/2018","26,727","26,774","26,987","26,727","733.12K","-0.26%"
"29/03/2018","26,798","27,011","27,129","26,490","1.41M","-0.09%"
"28/03/2018","26,821","27,011","27,224","26,821","1.26M","-0.70%"
"27/03/2018","27,011","27,248","27,580","27,011","1.37M","-0.87%"
"26/03/2018","27,248","27,248","28,054","27,248","896.40K","-1.03%"
"23/03/2018","27,532","27,248","27,959","27,035","1.11M","-1.61%"
"22/03/2018","27,982","28,433","28,812","27,959","1.18M","-1.59%"
"21/03/2018","28,433","28,907","29,072","28,433","1.74M","0.00%"
"20/03/2018","28,433","27,888","28,670","27,746","2.69M","2.56%"
"19/03/2018","27,722","27,603","27,959","27,485","2.11M","3.17%"
"16/03/2018","26,869","27,485","27,485","26,300","1.93M","-0.09%"
"15/03/2018","26,893","27,248","27,248","26,893","1.40M","-1.30%"
"14/03/2018","27,248","27,722","27,888","27,248","1.00M","-0.86%"
"13/03/2018","27,485","27,722","27,746","27,366","877.56K","-0.85%"
"12/03/2018","27,722","27,509","27,911","27,509","768.48K","0.77%"
"09/03/2018","27,509","27,485","27,603","27,248","976.08K","0.87%"
"08/03/2018","27,272","27,058","27,485","27,058","975.52K","0.88%"
"07/03/2018","27,035","27,485","27,485","26,940","2.48M","-2.48%"
"06/03/2018","27,722","28,314","28,338","27,248","2.44M","-2.09%"
"05/03/2018","28,314","28,907","29,001","28,267","3.07M","-1.65%"
"02/03/2018","28,788","28,670","28,859","28,362","2.76M","-0.82%"
"01/03/2018","29,025","29,143","29,380","28,788","1.11M","-1.21%"
"28/02/2018","29,380","29,617","29,736","29,262","1.41M","-1.59%"
"27/02/2018","29,854","28,907","29,854","28,433","2.99M","4.13%"
"26/02/2018","28,670","28,433","29,025","28,385","1.91M","1.00%"
"23/02/2018","28,385","28,314","28,456","28,219","829.52K","0.67%"
"22/02/2018","28,196","28,907","29,120","28,196","1.21M","-3.25%"
"21/02/2018","29,143","28,670","29,215","28,670","800.76K","2.50%"
"13/02/2018","28,433","27,011","28,551","27,011","771.68K","5.36%"
"12/02/2018","26,987","27,248","27,248","26,419","2.28M","1.70%"
"09/02/2018","26,537","27,248","27,248","26,300","3.58M","-5.65%"
"08/02/2018","28,125","28,788","28,788","27,840","1.33M","-1.49%"
"07/02/2018","28,551","28,883","29,120","28,551","1.83M","1.26%"
"06/02/2018","28,196","28,433","28,551","27,366","4.03M","-3.64%"
"05/02/2018","29,262","29,854","29,854","28,907","2.78M","-2.45%"
"02/02/2018","29,996","30,684","30,802","29,996","3.41M","-5.66%"
"01/02/2018","31,797","29,617","31,797","29,309","1.87M","6.93%"
"31/01/2018","29,736","29,831","29,831","29,380","1.67M","-0.32%"
"30/01/2018","29,831","29,617","30,068","29,309","1.72M","1.70%"
"29/01/2018","29,333","30,139","30,139","28,741","4.08M","-2.67%"
"26/01/2018","30,139","30,684","30,755","30,139","1.13M","-1.39%"
"25/01/2018","30,565","30,565","30,920","30,115","2.94M","0.39%"
"22/01/2018","30,447","30,233","31,157","30,162","1.32M","0.78%"
"19/01/2018","30,210","30,684","30,684","30,068","1.50M","-1.54%"
"18/01/2018","30,684","30,210","30,684","29,854","1.89M","1.17%"
"17/01/2018","30,328","30,944","31,015","30,328","2.80M","-2.22%"
"16/01/2018","31,015","30,944","31,157","30,802","2.01M","0.31%"
"15/01/2018","30,920","30,849","30,944","30,802","1.71M","0.23%"
"12/01/2018","30,849","31,252","31,252","30,826","3.04M","-1.29%"
"11/01/2018","31,252","31,157","31,394","31,157","1.73M","-0.60%"
"10/01/2018","31,442","31,157","31,513","31,039","2.91M","0.91%"
"09/01/2018","31,157","31,110","31,276","30,778","3.42M","0.15%"
"08/01/2018","31,110","31,394","31,513","31,039","3.01M","-1.58%"
"05/01/2018","31,608","31,987","31,987","31,465","2.93M","-1.11%"
"04/01/2018","31,963","31,773","32,081","31,750","2.71M","0.22%"
"03/01/2018","31,892","31,323","32,034","31,276","4.53M","1.97%"
"02/01/2018","31,276","31,039","31,394","31,039","2.27M","0.76%"
"29/12/2017","31,039","31,015","31,560","30,992","10.23M","0.15%"
"28/12/2017","30,992","30,802","31,157","30,802","3.37M","0.62%"
"27/12/2017","30,802","31,276","31,347","30,684","2.41M","-1.52%"
"26/12/2017","31,276","31,039","31,442","31,039","1.26M","0.76%"
"25/12/2017","31,039","31,205","31,276","30,873","1.69M","-0.76%"
"22/12/2017","31,276","30,684","31,394","30,589","1.85M","1.93%"
"21/12/2017","30,684","30,802","31,276","30,684","3.57M","-2.63%"
"20/12/2017","31,513","31,750","31,750","31,276","2.43M","-0.75%"
"19/12/2017","31,750","31,276","31,821","31,063","2.84M","1.52%"
"18/12/2017","31,276","31,276","31,608","31,181","1.55M","0.00%"
"15/12/2017","31,276","30,707","31,394","30,612","1.64M","1.93%"
"14/12/2017","30,684","29,380","30,684","29,380","2.05M","4.35%"
"13/12/2017","29,404","29,973","30,186","29,404","1.70M","-1.90%"
"12/12/2017","29,973","30,162","30,541","29,143","3.16M","-0.55%"
"11/12/2017","30,139","30,091","30,518","29,925","2.26M","-1.39%"
"08/12/2017","30,565","30,494","30,849","30,376","1.48M","0.23%"
"07/12/2017","30,494","31,039","31,110","30,494","2.12M","-0.77%"
"06/12/2017","30,731","31,418","31,489","30,589","4.17M","-2.26%"
"05/12/2017","31,442","32,271","32,342","31,442","1.93M","-2.57%"
"04/12/2017","32,271","32,105","32,437","32,010","2.21M","0.22%"
"01/12/2017","32,200","31,892","32,224","31,750","1.75M","0.67%"
"30/11/2017","31,987","32,081","32,105","31,773","1.81M","0.37%"
"29/11/2017","31,868","31,513","31,916","31,442","1.52M","1.43%"
"28/11/2017","31,418","31,465","31,821","31,110","1.97M","-0.30%"
"27/11/2017","31,513","32,390","32,532","31,157","5.72M","-2.64%"
"24/11/2017","32,366","32,295","32,461","32,129","2.16M","-0.15%"
"23/11/2017","32,413","32,698","32,840","32,224","2.72M","-0.51%"
"22/11/2017","32,579","32,342","32,745","32,081","3.25M","0.73%"
"21/11/2017","32,342","32,342","32,840","32,342","3.86M","0.00%"
"20/11/2017","32,342","31,750","32,342","31,608","3.07M","1.86%"
"17/11/2017","31,750","31,987","32,105","31,537","2.73M","-0.37%"
"16/11/2017","31,868","31,631","32,058","31,513","2.36M","0.75%"
"15/11/2017","31,631","31,868","32,366","31,631","2.86M","-0.74%"
"14/11/2017","31,868","30,565","31,987","30,447","8.23M","5.08%"
"13/11/2017","30,328","30,541","30,541","30,162","2.17M","-0.70%"
"10/11/2017","30,541","30,565","30,873","30,233","2.38M","-0.08%"
"09/11/2017","30,565","30,328","30,920","30,328","3.85M","0.78%"
"08/11/2017","30,328","29,925","30,328","29,925","2.00M","1.35%"
"07/11/2017","29,925","30,115","30,186","29,831","1.62M","-0.55%"
"06/11/2017","30,091","29,925","30,423","29,854","1.63M","1.19%"
"03/11/2017","29,736","28,433","29,736","28,433","2.39M","4.58%"
"02/11/2017","28,433","29,973","30,068","28,219","7.29M","-5.44%"
"01/11/2017","30,068","30,541","30,541","29,973","2.46M","-1.24%"
"31/10/2017","30,447","30,684","30,755","30,447","1.52M","-1.00%"
"30/10/2017","30,755","31,371","31,371","30,565","2.35M","-0.91%"
"27/10/2017","31,039","30,826","31,039","30,636","1.99M","0.54%"
"26/10/2017","30,873","31,513","31,513","30,447","3.62M","-0.76%"
"25/10/2017","31,110","30,565","31,110","30,447","2.35M","2.58%"
"24/10/2017","30,328","29,594","30,328","29,594","3.23M","1.99%"
"23/10/2017","29,736","30,091","30,186","29,736","3.55M","-1.57%"
"20/10/2017","30,210","31,513","31,939","30,162","7.04M","-3.41%"
"19/10/2017","31,276","30,447","31,276","30,447","2.57M","2.72%"
"18/10/2017","30,447","30,281","30,849","30,115","3.16M","0.71%"
"17/10/2017","30,233","30,091","30,328","29,973","1.76M","0.08%"
"16/10/2017","30,210","29,736","30,210","29,736","1.87M","2.00%"
"13/10/2017","29,617","29,143","29,617","29,143","2.16M","1.63%"
"12/10/2017","29,143","29,120","29,262","29,001","2.09M","0.65%"
"11/10/2017","28,954","29,262","29,428","28,954","2.06M","-1.05%"
"10/10/2017","29,262","28,196","29,262","28,196","3.39M","3.78%"
"09/10/2017","28,196","27,864","28,196","27,864","1.57M","1.28%"
"06/10/2017","27,840","27,793","27,911","27,698","1.11M","0.43%"
"05/10/2017","27,722","28,172","28,172","27,722","1.36M","-0.85%"
"04/10/2017","27,959","27,959","28,267","27,888","1.27M","0.00%"
"03/10/2017","27,959","27,793","28,125","27,746","2.21M","0.60%"
"02/10/2017","27,793","27,556","27,935","27,556","1.20M","0.86%"
"29/09/2017","27,556","27,485","27,651","27,437","761.00K","0.87%"
"28/09/2017","27,319","27,366","27,722","27,224","2.43M","0.26%"
"27/09/2017","27,248","27,722","27,840","27,248","1.86M","-1.79%"
"26/09/2017","27,746","27,959","28,172","27,722","1.65M","-0.76%"
"25/09/2017","27,959","27,722","28,290","27,722","2.21M","0.94%"
"22/09/2017","27,698","27,035","27,698","27,035","3.52M","2.45%"
"21/09/2017","27,035","27,011","27,224","27,011","885.36K","0.09%"
"20/09/2017","27,011","27,011","27,082","26,916","936.40K","0.26%"
"19/09/2017","26,940","27,058","27,201","26,845","1.54M","-0.44%"
"18/09/2017","27,058","26,893","27,224","26,774","1.46M","0.35%"
"15/09/2017","26,964","27,035","27,201","26,821","1.20M","-0.61%"
"14/09/2017","27,129","27,248","27,461","27,035","1.54M","0.00%"
"13/09/2017","27,129","26,750","27,319","26,750","3.49M","2.23%"
"12/09/2017","26,537","26,205","26,537","26,182","1.23M","1.36%"
"11/09/2017","26,182","26,040","26,656","26,040","3.32M","0.91%"
"08/09/2017","25,945","25,708","26,016","25,708","1.27M","1.02%"
"07/09/2017","25,684","25,708","25,897","25,660","1.02M","0.37%"
"06/09/2017","25,589","25,566","25,826","25,542","1.08M","0.00%"
"05/09/2017","25,589","25,921","25,945","25,589","1.67M","-1.28%"
"01/09/2017","25,921","25,945","26,016","25,826","1.97M","0.00%"
"31/08/2017","25,921","25,945","26,040","25,874","1.45M","-0.09%"
"30/08/2017","25,945","25,352","26,063","25,329","4.64M","2.24%"
"29/08/2017","25,376","25,163","25,589","25,163","2.04M","1.13%"
"28/08/2017","25,092","25,068","25,092","24,902","1.54M","0.28%"
"25/08/2017","25,021","24,997","25,092","24,784","1.10M","0.19%"
"24/08/2017","24,973","24,642","25,021","24,618","1.78M","1.34%"
"23/08/2017","24,642","24,902","24,997","24,618","1.81M","-1.04%"
"22/08/2017","24,902","25,163","25,281","24,902","797.24K","-0.85%"
"21/08/2017","25,115","25,021","25,163","24,926","1.11M","0.38%"
"18/08/2017","25,021","25,021","25,305","24,760","1.28M","0.00%"
"17/08/2017","25,021","25,352","25,447","25,021","1.74M","-1.67%"
"16/08/2017","25,447","25,471","25,708","25,400","1.07M","0.09%"
"15/08/2017","25,424","25,234","25,708","25,234","1.54M","0.75%"
"14/08/2017","25,234","25,068","25,400","24,997","919.72K","0.66%"
"11/08/2017","25,068","24,879","25,234","24,807","1.43M","0.57%"
"10/08/2017","24,926","24,405","25,021","24,405","1.26M","0.86%"
"09/08/2017","24,713","25,115","25,139","24,642","2.57M","-2.52%"
"08/08/2017","25,352","25,826","25,850","25,281","1.61M","-2.02%"
"07/08/2017","25,874","25,589","26,040","25,376","3.97M","2.54%"
"04/08/2017","25,234","24,168","25,234","24,049","3.90M","6.39%"
"03/08/2017","23,718","23,481","23,907","23,481","1.31M","0.61%"
"02/08/2017","23,575","23,504","23,812","23,481","733.48K","0.00%"
"01/08/2017","23,575","23,812","23,931","23,481","748.96K","-1.00%"
"31/07/2017","23,812","23,931","24,002","23,694","921.60K","-0.50%"
"28/07/2017","23,931","23,575","23,931","23,575","1.03M","1.51%"
"27/07/2017","23,575","23,694","23,812","23,481","831.60K","-0.50%"
"26/07/2017","23,694","23,362","23,931","23,362","875.64K","1.42%"
"25/07/2017","23,362","23,220","23,410","23,173","879.40K","1.02%"
"24/07/2017","23,125","22,983","23,386","22,983","1.34M","0.62%"
"21/07/2017","22,983","23,812","23,931","22,865","2.98M","-3.48%"
"20/07/2017","23,812","24,168","24,168","23,694","1.69M","-1.57%"
"19/07/2017","24,191","24,215","24,263","24,049","781.72K","-0.10%"
"18/07/2017","24,215","24,286","24,357","24,049","625.44K","-0.97%"
"17/07/2017","24,452","24,168","24,855","24,168","2.27M","1.18%"
"14/07/2017","24,168","24,286","24,310","24,168","600.92K","-0.58%"
"13/07/2017","24,310","24,381","24,381","24,073","649.88K","0.10%"
"12/07/2017","24,286","24,049","24,310","23,931","805.32K","0.99%"
"11/07/2017","24,049","24,049","24,168","23,812","1.13M","0.00%"
"10/07/2017","24,049","24,405","24,405","23,694","1.27M","-1.46%"
"07/07/2017","24,405","24,310","24,499","24,310","1.41M","0.29%"
"06/07/2017","24,334","24,334","24,405","24,168","1.43M","0.00%"
"05/07/2017","24,334","24,523","24,642","24,334","988.92K","-0.77%"
"04/07/2017","24,523","24,239","24,760","24,215","1.33M","0.68%"
"03/07/2017","24,357","24,381","24,713","24,286","2.22M","-0.10%"
"30/06/2017","24,381","24,144","24,642","24,120","2.08M","1.88%"
"29/06/2017","23,931","23,812","24,168","23,718","1.62M","0.50%"
"28/06/2017","23,812","23,694","23,931","23,457","4.44M","-0.79%"
"27/06/2017","24,002","24,405","24,405","23,931","1.09M","-1.65%"
"26/06/2017","24,405","24,642","24,642","24,144","1.29M","0.10%"
"23/06/2017","24,381","24,405","24,973","23,978","2.39M","1.88%"
"22/06/2017","23,931","23,149","23,931","23,149","1.59M","3.38%"
"21/06/2017","23,149","23,102","23,196","22,888","1.26M","0.72%"
"20/06/2017","22,983","22,557","23,220","22,533","1.68M","2.00%"
"19/06/2017","22,533","22,509","22,604","22,462","687.08K","-0.11%"
"16/06/2017","22,557","22,746","22,746","22,509","706.92K","-0.52%"
"15/06/2017","22,675","22,628","22,817","22,604","667.16K","0.21%"
"14/06/2017","22,628","22,509","22,628","22,391","860.40K","0.53%"
"13/06/2017","22,509","22,746","22,912","22,462","913.28K","-1.56%"
"12/06/2017","22,865","23,054","23,149","22,817","481.84K","-0.82%"
"09/06/2017","23,054","23,220","23,386","22,983","558.44K","-0.71%"
"08/06/2017","23,220","23,102","23,338","22,936","1.16M","1.03%"
"07/06/2017","22,983","22,793","23,030","22,628","1.44M","0.83%"
"06/06/2017","22,793","22,509","22,865","22,391","1.03M","1.26%"
"05/06/2017","22,509","22,509","22,675","22,367","586.76K","-0.53%"
"02/06/2017","22,628","22,983","22,983","22,462","498.32K","-0.31%"
"01/06/2017","22,699","22,154","22,699","22,154","861.36K","2.46%"
"31/05/2017","22,154","21,988","22,628","21,988","741.28K","0.22%"
"30/05/2017","22,106","22,154","22,391","21,917","1.43M","-0.96%"
"29/05/2017","22,320","22,983","23,173","22,320","1.60M","-2.88%"
"26/05/2017","22,983","23,102","23,220","22,936","978.44K","-1.32%"
"25/05/2017","23,291","23,457","23,931","23,196","1.68M","-0.61%"
"24/05/2017","23,433","22,509","23,954","22,509","3.38M","4.65%"
"23/05/2017","22,391","21,680","22,509","21,609","1.67M","3.62%"
"22/05/2017","21,609","22,509","22,509","21,561","2.78M","1.34%"
"19/05/2017","21,324","21,207","21,348","21,184","2.43M","0.66%"
"18/05/2017","21,184","21,148","21,383","21,031","1.61M","0.17%"
"17/05/2017","21,148","21,266","21,454","20,996","1.48M","-0.39%"
"16/05/2017","21,230","21,559","21,559","21,160","2.09M","-1.48%"
"15/05/2017","21,548","20,490","21,618","20,490","3.59M","5.41%"
"12/05/2017","20,443","20,385","20,467","20,208","1.47M","0.58%"
"11/05/2017","20,326","20,326","20,502","20,208","974.80K","0.23%"
"10/05/2017","20,279","20,443","20,573","20,279","2.08M","0.06%"
"09/05/2017","20,267","19,985","20,267","19,985","1.59M","0.94%"
"08/05/2017","20,079","20,208","20,244","19,962","539.36K","-0.64%"
"05/05/2017","20,208","20,208","20,326","20,091","1.14M","0.11%"
"04/05/2017","20,185","19,856","20,208","19,856","1.81M","1.90%"
"03/05/2017","19,809","19,503","19,915","19,503","588.88K","0.96%"
"28/04/2017","19,621","19,609","19,621","19,503","820.80K","0.12%"
"27/04/2017","19,597","19,386","19,609","19,280","614.24K","1.64%"
"26/04/2017","19,280","19,210","19,539","19,210","1.16M","0.36%"
"25/04/2017","19,210","19,398","19,503","19,116","585.76K","-1.50%"
"24/04/2017","19,503","19,609","19,738","19,503","1.20M","-0.30%"
"21/04/2017","19,562","19,503","19,668","19,503","441.20K","0.30%"
"20/04/2017","19,503","19,621","19,621","19,503","321.68K","-0.60%"
"19/04/2017","19,621","19,151","19,621","19,151","786.08K","2.45%"
"18/04/2017","19,151","19,386","19,386","18,939","1.42M","-1.21%"
"17/04/2017","19,386","19,621","19,738","19,386","1.65M","-1.31%"
"14/04/2017","19,644","19,973","19,985","19,644","1.01M","-1.65%"
"13/04/2017","19,973","19,915","20,056","19,915","690.80K","0.59%"
"12/04/2017","19,856","19,774","20,079","19,750","1.29M","0.24%"
"11/04/2017","19,809","19,527","19,809","19,527","705.76K","1.51%"
"10/04/2017","19,515","19,621","19,621","19,503","555.60K","-0.54%"
"07/04/2017","19,621","19,621","19,656","19,503","434.08K","0.00%"
"05/04/2017","19,621","19,562","19,668","19,562","456.16K","0.30%"
"04/04/2017","19,562","19,680","19,680","19,515","784.64K","-0.60%"
"03/04/2017","19,680","19,856","19,856","19,574","1.24M","-0.48%"
"31/03/2017","19,774","19,633","19,891","19,633","503.28K","-0.12%"
"30/03/2017","19,797","19,527","19,821","19,527","1.14M","0.59%"
"29/03/2017","19,680","19,503","19,762","19,327","2.48M","0.91%"
"28/03/2017","19,503","19,503","19,715","19,386","1.05M","0.00%"
"27/03/2017","19,503","19,821","19,973","19,480","2.85M","-1.60%"
"24/03/2017","19,821","19,915","19,950","19,797","840.08K","0.12%"
"23/03/2017","19,797","19,879","19,962","19,715","1.40M","-0.41%"
"22/03/2017","19,879","20,173","20,208","19,856","2.04M","-1.86%"
"21/03/2017","20,255","20,161","20,302","20,161","1.14M","0.35%"
"20/03/2017","20,185","20,326","20,326","20,103","730.72K","0.06%"
"17/03/2017","20,173","20,091","20,255","19,856","1.89M","0.41%"
"16/03/2017","20,091","20,737","20,761","20,032","2.79M","-1.72%"
"15/03/2017","20,443","20,443","20,549","20,279","2.86M","1.16%"
"14/03/2017","20,208","19,973","20,208","19,973","1.94M","1.29%"
"13/03/2017","19,950","20,032","20,185","19,915","1.79M","0.47%"
"10/03/2017","19,856","19,856","19,950","19,809","435.84K","0.00%"
"09/03/2017","19,856","19,950","19,973","19,821","329.36K","-0.47%"
"08/03/2017","19,950","19,844","20,255","19,738","2.22M","1.13%"
"07/03/2017","19,727","19,539","19,774","19,386","932.08K","0.96%"
"06/03/2017","19,539","19,621","19,680","19,503","764.64K","0.00%"
"03/03/2017","19,539","19,621","19,644","19,503","854.96K","-0.42%"
"02/03/2017","19,621","19,515","19,856","19,503","802.32K","0.30%"
"01/03/2017","19,562","19,621","19,621","19,492","835.92K","-0.36%"
"28/02/2017","19,633","19,738","19,856","19,633","927.04K","-0.89%"
"27/02/2017","19,809","19,903","20,326","19,738","2.70M","1.57%"
"24/02/2017","19,503","19,163","19,503","19,033","1.52M","0.42%"
"23/02/2017","19,421","19,515","19,621","19,210","1.94M","-0.48%"
"22/02/2017","19,515","19,856","19,915","19,445","1.63M","-1.42%"
"21/02/2017","19,797","19,738","19,973","19,738","912.64K","0.30%"
"20/02/2017","19,738","20,208","20,208","19,738","1.71M","-2.33%"
"17/02/2017","20,208","20,326","20,620","20,056","3.50M","-0.58%"
"16/02/2017","20,326","20,291","20,913","20,291","1.79M","0.00%"
"15/02/2017","20,326","20,208","20,420","20,091","898.16K","0.58%"
"14/02/2017","20,208","20,420","20,432","20,208","908.96K","-0.69%"
"13/02/2017","20,349","19,856","20,432","19,856","3.19M","2.91%"
"10/02/2017","19,774","19,621","19,915","19,621","1.05M","0.78%"
"09/02/2017","19,621","19,832","19,844","19,421","2.00M","-1.06%"
"08/02/2017","19,832","19,973","20,020","19,621","1.63M","-0.94%"
"07/02/2017","20,020","19,973","20,079","19,915","1.60M","-0.06%"
"06/02/2017","20,032","19,738","20,079","19,574","2.00M","1.49%"
"03/02/2017","19,738","19,856","20,079","19,633","983.76K","-0.59%"
"02/02/2017","19,856","18,916","19,856","18,810","3.38M","5.63%"
"25/01/2017","18,798","18,681","18,798","18,622","657.28K","0.63%"
"24/01/2017","18,681","18,599","18,681","18,563","966.96K","0.44%"
"23/01/2017","18,599","18,787","18,787","18,505","500.80K","-0.75%"
"20/01/2017","18,740","18,458","18,798","18,458","598.88K","1.27%"
"19/01/2017","18,505","18,681","18,681","18,505","302.08K","-0.31%"
"18/01/2017","18,563","18,575","18,634","18,563","656.88K","0.00%"
"17/01/2017","18,563","18,563","18,622","18,505","854.56K","-0.32%"
"16/01/2017","18,622","18,681","18,798","18,622","668.72K","-0.63%"
"13/01/2017","18,740","18,798","18,834","18,693","675.12K","-0.31%"
"12/01/2017","18,798","18,798","19,080","18,798","1.65M","0.00%"
"11/01/2017","18,798","18,505","18,798","18,505","2.79M","1.78%"
"10/01/2017","18,469","18,352","18,610","18,223","1.44M","0.32%"
"09/01/2017","18,411","18,563","18,563","18,387","1.01M","-0.70%"
"06/01/2017","18,540","18,528","18,669","18,446","1.68M","0.00%"
"05/01/2017","18,540","18,481","18,540","18,446","935.44K","0.32%"
"04/01/2017","18,481","18,411","18,540","18,340","600.72K","0.38%"
"03/01/2017","18,411","18,328","18,446","18,211","1.02M","0.45%"
"30/12/2016","18,328","18,434","18,563","18,270","5.91M","-1.89%"
